"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","wheelchair_accessible","bikes_allowed"
"9_355","18000002033009","18000002033009","EN TRANSITO","0","9_2","0",""
"9_355","18000002100009","18000002100009","EN TRANSITO","1","9_2","0",""
"15_123","18123210002015","18123210002015","Peycar SN","0","15_123210","0",""
"15_123","18123173002015","18123173002015","La Granja Villa NS","1","15_123173","0",""
"13_3705","18037001001013","18037001001013","EN TRANSITO","1","13_37001","0",""
"13_3705","18037065003013","18037065003013","EN TRANSITO","0","13_37065","0",""
"15_123","18123111002015","18123111002015","Peycar SN","0","15_123111","0",""
"15_123","18123289002015","18123289002015","La Granja Villa NS","1","15_123289","0",""
"13_3705","18037004002013","18037004002013","EN TRANSITO","0","13_37004","0",""
"13_3705","18037012006013","18037012006013","EN TRANSITO","1","13_37012","0",""
"9_355","18000003043009","18000003043009","EN TRANSITO","0","9_3","0",""
"9_355","18000003091009","18000003091009","EN TRANSITO","0","9_3","0",""
"9_355","18000003025009","18000003025009","EN TRANSITO","0","9_3","0",""
"9_355","18000002009009","18000002009009","EN TRANSITO","0","9_2","0",""
"13_3705","18037049008013","18037049008013","EN TRANSITO","0","13_37049","0",""
"13_3705","18037036006013","18037036006013","EN TRANSITO","1","13_37036","0",""
"15_123","18123026002015","18123026002015","La Granja Villa NS","1","15_123026","0",""
"13_3705","18037075004013","18037075004013","EN TRANSITO","0","13_37075","0",""
"9_355","18000001095009","18000001095009","EN TRANSITO","0","9_1","0",""
"13_3705","18037018001013","18037018001013","EN TRANSITO","1","13_37018","0",""
"15_123","18123203002015","18123203002015","La Granja Villa NS","1","15_123203","0",""
"9_355","18000002081009","18000002081009","EN TRANSITO","0","9_2","0",""
"15_123","18123265002015","18123265002015","La Granja Villa NS","1","15_123265","0",""
"9_355","18000002015009","18000002015009","EN TRANSITO","0","9_2","0",""
"15_123","18123220002015","18123220002015","Peycar SN","0","15_123220","0",""
"9_355","18000003105009","18000003105009","EN TRANSITO","0","9_3","0",""
"15_123","18123197002015","18123197002015","La Granja Villa NS","1","15_123197","0",""
"9_355","18000003086009","18000003086009","EN TRANSITO","1","9_3","0",""
"13_3705","18037068004013","18037068004013","EN TRANSITO","1","13_37068","0",""
"9_355","18000002057009","18000002057009","EN TRANSITO","0","9_2","0",""
"9_355","18000001010009","18000001010009","EN TRANSITO","1","9_1","0",""
"13_3705","18037085004013","18037085004013","EN TRANSITO","0","13_37085","0",""
"15_123","18123088002015","18123088002015","Peycar SN","0","15_123088","0",""
"13_3705","18037058004013","18037058004013","EN TRANSITO","1","13_37058","0",""
"13_3705","18037011001013","18037011001013","EN TRANSITO","1","13_37011","0",""
"9_355","18000002003009","18000002003009","EN TRANSITO","0","9_2","0",""
"13_3705","18037006005013","18037006005013","EN TRANSITO","1","13_37006","0",""
"15_123","18123064002015","18123064002015","Peycar SN","0","15_123064","0",""
"13_3705","18037031003013","18037031003013","EN TRANSITO","1","13_37031","0",""
"9_355","18000003073009","18000003073009","EN TRANSITO","0","9_3","0",""
"15_123","18123108002015","18123108002015","Peycar SN","0","15_123108","0",""
"13_3705","18037025008013","18037025008013","EN TRANSITO","0","13_37025","0",""
"9_355","18000001005009","18000001005009","EN TRANSITO","0","9_1","0",""
"9_355","18000003055009","18000003055009","EN TRANSITO","0","9_3","0",""
"9_355","18000001053009","18000001053009","EN TRANSITO","0","9_1","0",""
"9_355","18000003007009","18000003007009","EN TRANSITO","0","9_3","0",""
"15_123","18123101002015","18123101002015","La Granja Villa NS","1","15_123101","0",""
"15_123","18123183002015","18123183002015","La Granja Villa NS","1","15_123183","0",""
"9_355","18000001040009","18000001040009","EN TRANSITO","1","9_1","0",""
"9_355","18000001022009","18000001022009","EN TRANSITO","1","9_1","0",""
"15_123","18123043002015","18123043002015","Peycar SN","0","15_123043","0",""
"13_3705","18037062002013","18037062002013","EN TRANSITO","1","13_37062","0",""
"15_123","18123241002015","18123241002015","La Granja Villa NS","1","15_123241","0",""
"9_355","18000001004009","18000001004009","EN TRANSITO","1","9_1","0",""
"13_3705","18037014002013","18037014002013","EN TRANSITO","0","13_37014","0",""
"13_3705","18037086003013","18037086003013","EN TRANSITO","1","13_37086","0",""
"15_123","18123104002015","18123104002015","Peycar SN","0","15_123104","0",""
"9_355","18000001070009","18000001070009","EN TRANSITO","1","9_1","0",""
"13_3705","18037082004013","18037082004013","EN TRANSITO","0","13_37082","0",""
"13_3705","18037055003013","18037055003013","EN TRANSITO","0","13_37055","0",""
"13_3705","18037010003013","18037010003013","EN TRANSITO","1","13_37010","0",""
"9_355","18000003037009","18000003037009","EN TRANSITO","0","9_3","0",""
"15_123","18123152002015","18123152002015","Peycar SN","0","15_123152","0",""
"13_3705","18037005006013","18037005006013","EN TRANSITO","0","13_37005","0",""
"13_3705","18037007003013","18037007003013","EN TRANSITO","1","13_37007","0",""
"13_3705","18037074006013","18037074006013","EN TRANSITO","0","13_37074","0",""
"9_355","18000003068009","18000003068009","EN TRANSITO","1","9_3","0",""
"13_3705","18037002005013","18037002005013","EN TRANSITO","1","13_37002","0",""
"13_3705","18037080001013","18037080001013","EN TRANSITO","1","13_37080","0",""
"9_355","18000002039009","18000002039009","EN TRANSITO","0","9_2","0",""
"9_355","18000002087009","18000002087009","EN TRANSITO","0","9_2","0",""
"13_3705","18037083002013","18037083002013","EN TRANSITO","0","13_37083","0",""
"9_355","18000002021009","18000002021009","EN TRANSITO","0","9_2","0",""
"13_3705","18037032007013","18037032007013","EN TRANSITO","0","13_37032","0",""
"15_123","18123292002015","18123292002015","Peycar SN","0","15_123292","0",""
"13_3705","18037013004013","18037013004013","EN TRANSITO","0","13_37013","0",""
"13_3705","18037004008013","18037004008013","EN TRANSITO","0","13_37004","0",""
"15_123","18123268002015","18123268002015","Peycar SN","0","15_123268","0",""
"15_123","18123074002015","18123074002015","Peycar SN","0","15_123074","0",""
"13_3705","18037033006013","18037033006013","EN TRANSITO","0","13_37033","0",""
"9_355","18000001017009","18000001017009","EN TRANSITO","0","9_1","0",""
"9_355","18000001083009","18000001083009","EN TRANSITO","0","9_1","0",""
"9_355","18000003085009","18000003085009","EN TRANSITO","0","9_3","0",""
"13_3705","18037052002013","18037052002013","EN TRANSITO","0","13_37052","0",""
"13_3705","18037054004013","18037054004013","EN TRANSITO","0","13_37054","0",""
"13_3705","18037089004013","18037089004013","EN TRANSITO","0","13_37089","0",""
"13_3705","18037051003013","18037051003013","EN TRANSITO","0","13_37051","0",""
"9_355","18000002107009","18000002107009","EN TRANSITO","0","9_2","0",""
"15_123","18123227002015","18123227002015","La Granja Villa NS","1","15_123227","0",""
"13_3705","18037069002013","18037069002013","EN TRANSITO","0","13_37069","0",""
"13_3705","18037015001013","18037015001013","EN TRANSITO","0","13_37015","0",""
"9_355","18000001035009","18000001035009","EN TRANSITO","0","9_1","0",""
"13_3705","18037056001013","18037056001013","EN TRANSITO","1","13_37056","0",""
"13_3705","18037017003013","18037017003013","EN TRANSITO","0","13_37017","0",""
"15_123","18123217002015","18123217002015","La Granja Villa NS","1","15_123217","0",""
"13_3705","18037057005013","18037057005013","EN TRANSITO","1","13_37057","0",""
"15_123","18123251002015","18123251002015","La Granja Villa NS","1","15_123251","0",""
"13_3705","18037003004013","18037003004013","EN TRANSITO","0","13_37003","0",""
"9_355","18000002051009","18000002051009","EN TRANSITO","0","9_2","0",""
"13_3705","18037059002013","18037059002013","EN TRANSITO","0","13_37059","0",""
"15_123","18123023002015","18123023002015","La Granja Villa NS","1","15_123023","0",""
"15_123","18123132002015","18123132002015","Peycar SN","0","15_123132","0",""
"13_3705","18037027003013","18037027003013","EN TRANSITO","1","13_37027","0",""
"9_355","18000002069009","18000002069009","EN TRANSITO","0","9_2","0",""
"13_3705","18037030005013","18037030005013","EN TRANSITO","0","13_37030","0",""
"13_3705","18037066001013","18037066001013","EN TRANSITO","1","13_37066","0",""
"9_355","18000003098009","18000003098009","EN TRANSITO","1","9_3","0",""
"9_355","18000001078009","18000001078009","EN TRANSITO","1","9_1","0",""
"15_123","18123159002015","18123159002015","La Granja Villa NS","1","15_123159","0",""
"9_355","18000002028009","18000002028009","EN TRANSITO","1","9_2","0",""
"9_355","18000003044009","18000003044009","EN TRANSITO","1","9_3","0",""
"13_3705","18037060007013","18037060007013","EN TRANSITO","0","13_37060","0",""
"9_355","18000001082009","18000001082009","EN TRANSITO","1","9_1","0",""
"9_355","18000002099009","18000002099009","EN TRANSITO","0","9_2","0",""
"13_3705","18037075003013","18037075003013","EN TRANSITO","1","13_37075","0",""
"13_3705","18037042007013","18037042007013","EN TRANSITO","1","13_37042","0",""
"15_123","18123285002015","18123285002015","La Granja Villa NS","1","15_123285","0",""
"9_355","18000001011009","18000001011009","EN TRANSITO","0","9_1","0",""
"13_3705","18037064006013","18037064006013","EN TRANSITO","0","13_37064","0",""
"13_3705","18037046001013","18037046001013","EN TRANSITO","1","13_37046","0",""
"13_3705","18037042002013","18037042002013","EN TRANSITO","0","13_37042","0",""
"13_3705","18037012007013","18037012007013","EN TRANSITO","0","13_37012","0",""
"15_123","18123163002015","18123163002015","La Granja Villa NS","1","15_123163","0",""
"15_123","18123255002015","18123255002015","La Granja Villa NS","1","15_123255","0",""
"9_355","18000002014009","18000002014009","EN TRANSITO","1","9_2","0",""
"13_3705","18037017004013","18037017004013","EN TRANSITO","1","13_37017","0",""
"15_123","18123207002015","18123207002015","La Granja Villa NS","1","15_123207","0",""
"13_3705","18037069003013","18037069003013","EN TRANSITO","1","13_37069","0",""
"15_123","18123078002015","18123078002015","Peycar SN","0","15_123078","0",""
"15_123","18123230002015","18123230002015","Peycar SN","0","15_123230","0",""
"15_123","18123200002015","18123200002015","Peycar SN","0","15_123200","0",""
"13_3705","18037023004013","18037023004013","EN TRANSITO","1","13_37023","0",""
"15_123","18123084002015","18123084002015","Peycar SN","0","15_123084","0",""
"13_3705","18037045003013","18037045003013","EN TRANSITO","1","13_37045","0",""
"13_3705","18037078004013","18037078004013","EN TRANSITO","0","13_37078","0",""
"9_355","18000003104009","18000003104009","EN TRANSITO","1","9_3","0",""
"15_123","18123279002015","18123279002015","La Granja Villa NS","1","15_123279","0",""
"9_355","18000001034009","18000001034009","EN TRANSITO","1","9_1","0",""
"15_123","18123261002015","18123261002015","La Granja Villa NS","1","15_123261","0",""
"13_3705","18037020003013","18037020003013","EN TRANSITO","0","13_37020","0",""
"13_3705","18037049002013","18037049002013","EN TRANSITO","0","13_37049","0",""
"9_355","18000001046009","18000001046009","EN TRANSITO","1","9_1","0",""
"13_3705","18037048004013","18037048004013","EN TRANSITO","0","13_37048","0",""
"13_3705","18037066002013","18037066002013","EN TRANSITO","0","13_37066","0",""
"13_3705","18037077001013","18037077001013","EN TRANSITO","1","13_37077","0",""
"9_355","18000002101009","18000002101009","EN TRANSITO","0","9_2","0",""
"13_3705","18037029006013","18037029006013","EN TRANSITO","0","13_37029","0",""
"15_123","18123254002015","18123254002015","Peycar SN","0","15_123254","0",""
"13_3705","18037021008013","18037021008013","EN TRANSITO","0","13_37021","0",""
"9_355","18000003019009","18000003019009","EN TRANSITO","0","9_3","0",""
"13_3705","18037003003013","18037003003013","EN TRANSITO","1","13_37003","0",""
"9_355","18000001023009","18000001023009","EN TRANSITO","0","9_1","0",""
"15_123","18123238002015","18123238002015","Peycar SN","0","15_123238","0",""
"13_3705","18037006004013","18037006004013","EN TRANSITO","0","13_37006","0",""
"15_123","18123128002015","18123128002015","La Granja Villa NS","1","15_123128","0",""
"9_355","18000002062009","18000002062009","EN TRANSITO","1","9_2","0",""
"15_123","18123213002015","18123213002015","La Granja Villa NS","1","15_123213","0",""
"13_3705","18037058003013","18037058003013","EN TRANSITO","0","13_37058","0",""
"13_3705","18037019005013","18037019005013","EN TRANSITO","1","13_37019","0",""
"9_355","18000002082009","18000002082009","EN TRANSITO","1","9_2","0",""
"9_355","18000003092009","18000003092009","EN TRANSITO","1","9_3","0",""
"13_3705","18037016004013","18037016004013","EN TRANSITO","0","13_37016","0",""
"15_123","18123170002015","18123170002015","Peycar SN","0","15_123170","0",""
"13_3705","18037053001013","18037053001013","EN TRANSITO","0","13_37053","0",""
"13_3705","18037015008013","18037015008013","EN TRANSITO","1","13_37015","0",""
"13_3705","18037026005013","18037026005013","EN TRANSITO","0","13_37026","0",""
"13_3705","18037032008013","18037032008013","EN TRANSITO","1","13_37032","0",""
"15_123","18123248002015","18123248002015","Peycar SN","0","15_123248","0",""
"15_123","18123036002015","18123036002015","La Granja Villa NS","1","15_123036","0",""
"9_355","18000003067009","18000003067009","EN TRANSITO","0","9_3","0",""
"13_3705","18037070006013","18037070006013","EN TRANSITO","0","13_37070","0",""
"13_3705","18037061005013","18037061005013","EN TRANSITO","0","13_37061","0",""
"15_123","18123053002015","18123053002015","Peycar SN","0","15_123053","0",""
"9_355","18000002076009","18000002076009","EN TRANSITO","1","9_2","0",""
"13_3705","18037052001013","18037052001013","EN TRANSITO","1","13_37052","0",""
"13_3705","18037014003013","18037014003013","EN TRANSITO","1","13_37014","0",""
"15_123","18123180002015","18123180002015","Peycar SN","0","15_123180","0",""
"9_355","18000001066009","18000001066009","EN TRANSITO","1","9_1","0",""
"9_355","18000003030009","18000003030009","EN TRANSITO","1","9_3","0",""
"13_3705","18037055002013","18037055002013","EN TRANSITO","1","13_37055","0",""
"13_3705","18037072002013","18037072002013","EN TRANSITO","0","13_37072","0",""
"13_3705","18037011002013","18037011002013","EN TRANSITO","0","13_37011","0",""
"13_3705","18037071006013","18037071006013","EN TRANSITO","0","13_37071","0",""
"15_123","18123138002015","18123138002015","Peycar SN","0","15_123138","0",""
"15_123","18123214002015","18123214002015","Peycar SN","0","15_123214","0",""
"13_3705","18037013003013","18037013003013","EN TRANSITO","1","13_37013","0",""
"13_3705","18037050006013","18037050006013","EN TRANSITO","0","13_37050","0",""
"13_3705","18037089003013","18037089003013","EN TRANSITO","1","13_37089","0",""
"13_3705","18037087001013","18037087001013","EN TRANSITO","1","13_37087","0",""
"13_3705","18037031008013","18037031008013","EN TRANSITO","0","13_37031","0",""
"13_3705","18037086002013","18037086002013","EN TRANSITO","0","13_37086","0",""
"9_355","18000001071009","18000001071009","EN TRANSITO","0","9_1","0",""
"13_3705","18037088004013","18037088004013","EN TRANSITO","0","13_37088","0",""
"15_123","18123244002015","18123244002015","Peycar SN","0","15_123244","0",""
"9_355","18000001018009","18000001018009","EN TRANSITO","1","9_1","0",""
"9_355","18000001089009","18000001089009","EN TRANSITO","0","9_1","0",""
"15_123","18123037002015","18123037002015","Peycar SN","0","15_123037","0",""
"13_3705","18037056002013","18037056002013","EN TRANSITO","0","13_37056","0",""
"13_3705","18037032001013","18037032001013","EN TRANSITO","0","13_37032","0",""
"13_3705","18037010002013","18037010002013","EN TRANSITO","0","13_37010","0",""
"13_3705","18037036005013","18037036005013","EN TRANSITO","0","13_37036","0",""
"13_3705","18037034003013","18037034003013","EN TRANSITO","0","13_37034","0",""
"9_355","18000003087009","18000003087009","EN TRANSITO","0","9_3","0",""
"13_3705","18037053007013","18037053007013","EN TRANSITO","0","13_37053","0",""
"13_3705","18037038003013","18037038003013","EN TRANSITO","1","13_37038","0",""
"13_3705","18037059003013","18037059003013","EN TRANSITO","1","13_37059","0",""
"13_3705","18037031002013","18037031002013","EN TRANSITO","0","13_37031","0",""
"15_123","18123098002015","18123098002015","Peycar SN","0","15_123098","0",""
"13_3705","18037039006013","18037039006013","EN TRANSITO","1","13_37039","0",""
"13_3705","18037035002013","18037035002013","EN TRANSITO","0","13_37035","0",""
"13_3705","18037063001013","18037063001013","EN TRANSITO","0","13_37063","0",""
"9_355","18000001094009","18000001094009","EN TRANSITO","1","9_1","0",""
"13_3705","18037002007013","18037002007013","EN TRANSITO","1","13_37002","0",""
"15_123","18123016002015","18123016002015","La Granja Villa NS","1","15_123016","0",""
"13_3705","18037085003013","18037085003013","EN TRANSITO","1","13_37085","0",""
"9_355","18000003099009","18000003099009","EN TRANSITO","0","9_3","0",""
"15_123","18123077002015","18123077002015","La Granja Villa NS","1","15_123077","0",""
"15_123","18123275002015","18123275002015","La Granja Villa NS","1","15_123275","0",""
"13_3705","18037027004013","18037027004013","EN TRANSITO","0","13_37027","0",""
"13_3705","18037025002013","18037025002013","EN TRANSITO","0","13_37025","0",""
"15_123","18123107002015","18123107002015","La Granja Villa NS","1","15_123107","0",""
"9_355","18000001077009","18000001077009","EN TRANSITO","0","9_1","0",""
"15_123","18123240002015","18123240002015","Peycar SN","0","15_123240","0",""
"9_355","18000003079009","18000003079009","EN TRANSITO","0","9_3","0",""
"13_3705","18037044003013","18037044003013","EN TRANSITO","0","13_37044","0",""
"9_355","18000001006009","18000001006009","EN TRANSITO","1","9_1","0",""
"15_123","18123047002015","18123047002015","Peycar SN","0","15_123047","0",""
"9_355","18000002002009","18000002002009","EN TRANSITO","1","9_2","0",""
"9_355","18000002093009","18000002093009","EN TRANSITO","0","9_2","0",""
"13_3705","18037005005013","18037005005013","EN TRANSITO","1","13_37005","0",""
"9_355","18000003008009","18000003008009","EN TRANSITO","1","9_3","0",""
"15_123","18123012002015","18123012002015","La Granja Villa NS","1","15_123012","0",""
"15_123","18123295002015","18123295002015","La Granja Villa NS","1","15_123295","0",""
"9_355","18000003056009","18000003056009","EN TRANSITO","1","9_3","0",""
"15_123","18123067002015","18123067002015","Peycar SN","0","15_123067","0",""
"9_355","18000002050009","18000002050009","EN TRANSITO","1","9_2","0",""
"9_355","18000001003009","18000001003009","EN TRANSITO","0","9_1","0",""
"15_123","18123194002015","18123194002015","Peycar SN","0","15_123194","0",""
"15_123","18123224002015","18123224002015","Peycar SN","0","15_123224","0",""
"13_3705","18037028003013","18037028003013","EN TRANSITO","1","13_37028","0",""
"9_355","18000001054009","18000001054009","EN TRANSITO","1","9_1","0",""
"13_3705","18037008006013","18037008006013","EN TRANSITO","0","13_37008","0",""
"13_3705","18037047004013","18037047004013","EN TRANSITO","1","13_37047","0",""
"15_123","18123184002015","18123184002015","Peycar SN","0","15_123184","0",""
"13_3705","18037002004013","18037002004013","EN TRANSITO","0","13_37002","0",""
"15_123","18123234002015","18123234002015","Peycar SN","0","15_123234","0",""
"13_3705","18037046008013","18037046008013","EN TRANSITO","0","13_37046","0",""
"13_3705","18037022001013","18037022001013","EN TRANSITO","0","13_37022","0",""
"9_355","18000002045009","18000002045009","EN TRANSITO","0","9_2","0",""
"9_355","18000001102009","18000001102009","EN TRANSITO","1","9_1","0",""
"9_355","18000002070009","18000002070009","EN TRANSITO","1","9_2","0",""
"15_123","18123006002015","18123006002015","Peycar SN","0","15_123006","0",""
"9_355","18000003061009","18000003061009","EN TRANSITO","0","9_3","0",""
"9_355","18000003036009","18000003036009","EN TRANSITO","1","9_3","0",""
"13_3705","18037041002013","18037041002013","EN TRANSITO","0","13_37041","0",""
"13_3705","18037076002013","18037076002013","EN TRANSITO","0","13_37076","0",""
"13_3705","18037040006013","18037040006013","EN TRANSITO","0","13_37040","0",""
"13_3705","18037037004013","18037037004013","EN TRANSITO","0","13_37037","0",""
"15_123","18123022002015","18123022002015","Peycar SN","0","15_123022","0",""
"9_355","18000002022009","18000002022009","EN TRANSITO","1","9_2","0",""
"13_3705","18037079003013","18037079003013","EN TRANSITO","1","13_37079","0",""
"9_355","18000003084009","18000003084009","EN TRANSITO","1","9_3","0",""
"13_3705","18037083001013","18037083001013","EN TRANSITO","1","13_37083","0",""
"13_3705","18037043007013","18037043007013","EN TRANSITO","1","13_37043","0",""
"9_355","18000002088009","18000002088009","EN TRANSITO","1","9_2","0",""
"15_123","18123269002015","18123269002015","La Granja Villa NS","1","15_123269","0",""
"15_123","18123228002015","18123228002015","Peycar SN","0","15_123228","0",""
"15_123","18123124002015","18123124002015","Peycar SN","0","15_123124","0",""
"13_3705","18037007001013","18037007001013","EN TRANSITO","1","13_37007","0",""
"13_3705","18037066003013","18037066003013","EN TRANSITO","1","13_37066","0",""
"9_355","18000002068009","18000002068009","EN TRANSITO","1","9_2","0",""
"15_123","18123087002015","18123087002015","La Granja Villa NS","1","15_123087","0",""
"15_123","18123039002015","18123039002015","Peycar SN","0","15_123039","0",""
